1.000000000000000000e+00,8.590935413341656002e-01,3.188578222684480823e-02,1.266262418141783641e-02,3.569522257060371464e-04,7.072450695225906449e-03,3.549127408481921042e-03,1.879337290489258537e-03,1.895026712064117264e-03,3.330859188178905434e-03,1.326833823680119429e-02,6.594794774611971964e-03,1.065548202365949187e-02,3.908615189139002036e-03,5.025186736582253587e-03,1.361362967531487382e-02,3.813798235698871719e-02,2.932616701454461225e-02,8.208160076935130944e-03,6.677240531260760295e-03,7.769013388063910064e+00,1.000000000000000000e+00,8.483006659288391260e-01,1.002468706016973118e-02,3.473338288736019241e-02,7.249658771743921343e-03,6.599979274223820042e-04,4.482757760828847245e-05,2.545162635547684477e-03,8.613033345358928061e-03,3.050075939239539624e-03,3.318542798951021507e-03,1.435154963344808902e-02,6.855479773387657128e-03,3.189131860948980508e-03,4.456428864480397115e-03,1.800918782171081036e-03,3.824139148073054414e-04,1.245761363815859994e-03,2.009035418212761891e-03,8.695190363106872905e-03,7.285891748325330042e+00
1.000000000000000000e+00,8.557715772424452361e-01,2.205877727187278634e-02,3.948861924446922522e-02,7.643538961434648976e-03,1.274778591387225064e-03,5.823467506110099716e-03,1.430148152577330771e-03,5.492061476593415245e-03,1.228175003568761359e-03,3.432222349162770384e-04,4.105287588226467100e-04,8.627100378046874797e-04,9.609612681826815508e-04,4.563320990678653745e-03,9.515502042422359363e-03,1.822476982827861858e-04,1.493138025044465217e-02,8.400305529996353066e-05,1.681163248417505765e-02,7.402354180147006524e+00,1.000000000000000000e+00,8.785208572297298346e-01,1.480436190689687903e-02,9.012688383408821655e-03,3.187692902480286899e-03,1.295267059530489685e-02,9.358910952727426263e-03,1.619814147728383799e-03,4.518754804309067091e-03,3.010505347321700172e-03,9.127003148716887398e-04,1.064494206758563209e-03,4.924887138022296905e-03,8.134072990851436494e-03,3.901627921189124507e-03,1.044959398006196222e-02,9.603965598452626762e-04,1.634630690432802014e-02,1.816808833523299261e-03,1.413888093356780503e-03,7.431020445830186283e+00
9.783361095941116581e-01,1.000000000000000000e+00,4.498950502623500804e-03,1.318553808792407916e-03,2.431510321404787775e-03,4.394007141557192131e-02,5.283346768630300255e-02,8.077302314836581898e-04,3.412741745483881392e-04,8.095028602407122742e-02,3.761237564618380110e-04,3.653660261312772616e-04,6.062586784901347926e-03,5.577829787510020162e-03,2.407027685708291748e-03,2.800814372954383422e-05,5.948343172769304972e-03,1.180447379148163436e-03,3.259343196950209229e-03,4.533072729641503436e-03,8.518807556299927697e+00,9.765298138935137873e-01,1.000000000000000000e+00,2.453502382803557282e-03,4.858332654368960335e-02,1.608116628395026007e-05,8.063566650687264017e-07,5.396307371385006268e-02,1.116812025616858908e-03,9.231139121696814442e-02,4.049241826641857261e-04,1.916185747646737155e-04,1.712519395408255421e-03,2.003037614394317587e-03,2.654044582183753831e-03,4.360682031958351712e-04,1.359961568878156020e-05,8.564287884898950194e-04,1.138633245353475173e-03,2.344463464577442244e-03,3.603485473028054248e-03,8.501334903779342866e+00
1.000000000000000000e+00,6.866197253193461192e-01,3.341567940005364945e-01,4.440157089817254433e-05,1.161972753058719028e-04,2.593131975507097231e-02,6.430226529635847156e-05,3.261105501113674356e-04,9.428689796583256252e-05,2.064049709841114582e-05,7.505411271569703601e-05,6.018711450632599318e-04,5.048217468968983979e-05,3.397834586097305909e-05,7.964626096785830151e-05,4.262228715095417958e-06,3.324123209174006249e-02,3.401830601557796958e-04,6.062370503188579951e-02,4.096431097126990032e-04,8.213145070691400207e+00,1.000000000000000000e+00,7.004719750145877999e-01,3.201113234415504660e-01,5.945876475141345652e-02,2.711673826226201119e-04,6.104114779317334084e-04,3.717433552617165917e-04,4.877364299355941863e-04,3.744006090022322089e-04,6.171346546196019916e-04,5.010957131956893674e-04,1.983728038983621010e-05,5.664717535264438561e-04,2.655799931145964724e-04,1.400463656688742668e-05,2.113295572546715069e-05,4.249014351861823274e-04,6.200019235576918059e-02,1.110832029501886034e-04,3.807449969654595409e-04,8.234446644709160879e+00
1.000000000000000000e+00,7.021317024459120537e-01,3.170236520379395850e-01,2.199770930014599112e-04,2.614908123093445322e-02,1.861576140806898625e-04,1.352594756326132785e-04,2.293395276289173987e-04,4.115647879260154541e-04,3.241515512772769059e-02,6.345409882768982576e-05,5.452049656064524285e-05,1.167760729836321803e-04,3.428819117615333918e-05,4.861619207832528768e-05,3.958975943852412156e-05,3.119863605154782468e-04,1.869965903156489175e-03,6.288628047867289572e-02,3.263323605203413691e-04,8.222452665372269820e+00,1.000000000000000000e+00,6.881088632737774047e-01,3.315106903951073325e-01,1.830314448652111325e-04,5.960054109257052757e-02,4.265615086028662004e-04,2.065159385214152573e-04,1.082348635344036590e-04,2.257134963609436990e-05,4.284661304700429865e-04,3.064838744910887815e-04,8.047290300515474179e-04,5.537850100265864382e-04,1.082712910010541095e-03,5.729618269649298934e-02,2.460566757680153829e-03,2.771405911769130037e-03,1.191329953634308542e-03,5.899711239004059790e-03,8.956906128649483366e-04,8.267051143433389981e+00
1.000000000000000000e+00,7.338332134895528824e-01,3.346345522252460736e-01,2.031167237438699476e-05,2.652971694818064691e-02,5.894745272965066032e-05,1.495368563316191394e-04,3.438238973883577876e-04,8.098152174376581542e-05,7.864001664853134156e-04,9.699223233666758037e-02,4.680645253924533081e-04,1.459509706664567142e-04,1.294865025377110431e-04,2.449712398841045742e-04,1.920563616857079870e-04,1.020483718203640420e-03,1.068288378577432777e-03,6.685843125034602371e-05,7.407850068699462246e-05,8.484014579726212091e+00,1.000000000000000000e+00,7.402582476113017673e-01,3.365934258167190829e-01,2.834965153747147446e-04,1.154024336495023111e-04,1.925730400207594395e-04,4.517054142666988522e-04,1.723267376177169228e-04,2.291745921445056142e-04,2.719503169171030442e-04,2.691066850535831986e-02,1.719427136490555826e-04,3.538029957033003714e-02,4.356469262654683004e-06,5.911731992847579797e-05,7.019579051024413610e-04,7.169662781234405983e-04,1.698045172422471370e-05,6.354974346375286132e-02,2.251000023019239472e-04,8.530964425781972338e+00
1.000000000000000000e+00,7.146144019437973283e-01,1.307657534493480711e-01,2.108604289693534195e-01,2.218251628792442562e-05,8.073571833357204677e-05,1.496051747105316202e-05,2.365934168283093594e-05,2.091800114949566517e-05,9.895557670835938911e-05,2.644503539228977573e-02,5.148203740665762513e-04,5.870338473922289253e-05,3.326892380019613044e-02,1.097344364611067618e-04,4.003251916406572007e-05,1.971454826749641492e-03,1.189013305608593033e-04,6.183490404757000652e-02,8.371793211388885617e-06,8.404343460212677641e+00,1.000000000000000000e+00,7.177433846947823826e-01,3.699164828276921835e-01,3.387012350835692104e-02,2.189967732178219251e-05,2.141781814670723071e-04,2.420568870363922159e-04,3.661741428969761338e-04,1.354655654008521729e-04,3.776267232589568409e-04,1.577310545690890052e-04,7.152038523419235790e-05,8.849059928873615876e-04,3.560397291189988439e-04,5.315957207651471735e-05,3.583756411363647255e-04,5.860199602173451344e-02,4.531872121871889474e-03,5.803403629934306189e-05,1.572622909795801387e-04,8.440198289543159760e+00
1.000000000000000000e+00,6.959932984594661143e-01,3.467658636212266332e-01,1.108892991267401977e-04,2.649351945797437033e-02,5.145989980162135168e-05,3.415056596911415776e-02,8.179911947659363115e-06,4.651244219513849524e-05,9.630397619666498845e-04,2.753656513449479585e-05,6.245929982855924489e-02,5.771441178867619051e-04,5.885046836307412108e-04,2.926318076971731524e-04,2.710848916537267599e-05,6.070781329241288883e-04,1.627750937123173243e-04,9.840579436392290266e-04,6.047541504616307751e-04,8.353059212801996480e+00,1.000000000000000000e+00,6.957838430840863619e-01,3.462336872628245521e-01,8.261801726173119724e-04,7.778086541124217701e-06,2.773379161332256010e-04,1.304067517340640807e-05,1.507630569432633842e-04,4.821639152395461498e-05,1.342602503895250644e-04,1.355938151427170120e-04,2.663840419256757047e-02,2.479639109125359093e-04,3.133020455963354128e-04,5.039410401534308651e-04,5.733021399040960875e-05,3.424358383867718431e-02,2.649354804066029553e-06,6.530084658114129748e-02,8.904354637464671936e-04,8.356819698105457661e+00
1.000000000000000000e+00,7.100371723199596641e-01,3.510514959350519160e-01,1.052170301763154453e-04,2.545103487697843755e-04,1.845672508580605442e-04,2.748608870849908394e-04,5.178341318445676334e-07,3.430957052695802340e-02,1.606423223851467146e-03,1.319111349319410998e-04,1.919205348558134124e-04,4.723345852719338034e-05,5.791764313122826685e-05,3.483313842208958993e-05,4.818431966892225817e-05,5.767062589843558428e-04,2.092826836654647794e-03,2.978845834221538458e-04,6.120103001847980451e-02,8.159521341373400460e+00,1.000000000000000000e+00,7.398790347051807936e-01,3.481349918724337411e-01,1.992048655053922624e-04,2.864990943861521694e-04,6.457618816099886655e-05,1.868997819573212148e-04,3.054593483070129557e-04,6.033750604803245270e-05,1.469580763758437036e-04,2.723895495300193009e-02,2.729414255420985896e-04,7.177480886496476133e-05,1.332447611188205031e-04,7.480859346309155528e-05,3.645890925046093439e-02,4.880752133607659362e-04,4.467354580647380207e-04,6.731913237997995403e-02,3.969028474201627171e-04,8.609834948529613285e+00
1.000000000000000000e+00,6.832056953814248379e-01,3.025449837973103184e-01,1.377538311373886293e-04,2.355633841655482711e-04,7.633426271237422564e-05,3.162861344682715197e-05,4.530649813128779461e-05,7.644908739003890318e-05,5.665237670221668742e-05,9.417719436986186319e-06,1.145972988918382281e-04,2.773999673008372899e-02,1.934325805488316648e-04,1.707328516997956688e-04,1.075913296313845460e-04,7.735527392258683668e-05,3.595836736926336097e-02,2.939488467070847468e-04,6.307066727335489120e-02,7.913055704346420249e+00,1.000000000000000000e+00,6.957909639709736194e-01,2.906257349025936354e-01,2.651244430016172840e-02,8.335087753700136403e-05,4.188323916189151978e-04,1.976970394928592473e-04,3.684860633689535092e-02,5.286613250814054649e-05,3.987133593103534050e-05,3.020658800006331430e-04,4.101027900501359334e-05,6.594620107167240008e-02,1.192737174092212138e-03,4.701985563682381151e-04,4.514676171471359049e-04,1.665066914781393416e-03,2.085222878360513195e-04,5.984945311244265365e-04,1.521287129963411850e-03,8.111033875823604689e+00
